Text,Target
मुजि नगेन्द्र गणतन्त्र झोले अनि चाकरी ।,3
नेपाल प्रहरी भएर सहि जवाफ नदिने भिडियो लिग भयो प्रहरी मुचुल्का उठा मोबाइल चोर बिश्वराज sp मल्ल बचाउदै है नेपाल प्रहरी बिश्वास है यहि कुकुर बच्चा हरु मिलेर रबि फसाउदै ।,2
यस्ता दोधार माधर्चोत ल्याए थुक्क हरु जुनि नालायक ।,3
"याे सुरज मिले , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते घुमाउछ ।",2
प्रहरी गफ दिदै साला ।,2
खाते मुजि सरकार नेपाल पुलिस बचाउ गर्दैछ ।,3
जस्ता खाते अहिले कति छानबिन निस्पक्ष गरियो यउटा भन्न सक्छस हामी त्तकाल भन्दैनौ नभने भिडियो ईडिट तथाकथित पत्रकार चै दिईन्छ भनिनस ।,2
मुजि dig काम dig सम् बानना पुग्यो साला नेता हरू झो रैछ साले हावलदर जति छ्मता नभए ।,3
"याे पाेखरेल खाते चाेर बर्दिकाे नाम कलङ्क हाे , , थुक्क , , , किरा पराेस ।",2
प्रस्न उतर दिन नसक्ने कुकुर पोखरेल नाक उ लगाइस dig ।,2
नेपाली पुलिस चोर खाते हरु कुकुर ईज्जत् होला खाते पुलिस नेता दलाल हरु ।,2
बोल्नै मिल्दै भ ने आय रन्डी छोरो पुलिस सोदे बोल्नै मिल्दै यार अनि लाडो आय मुजि ।,3
जाबो एउ टा video जवाफ दिन नसक्ने dig चोर साले !,2
कुकुर किसोर शेरेस्ठ कम्युनिस्ट खोल ओडेर कम्युनिस्ट बेजत गर्यो यस्लाइ बास कप्ट्यारो हानेर फकलक् कै बनाउन ।,2
खाते भारत गर्छस भारतिय दलाल ।,2
हाँ हाँ साले चोर भष्ट् हरू बिनालगानि उधोग संन्चालन देश ख्रोक्रो पारेउ सब युवा बिदेश पलायन बाध्यबनायेउ खाँअो खाँअो ... कति सजिलो गफ गरन ।,2
तेरि डाकाहाे खाअाे खाअाे अपराधि हाे ।,2
राजनीति आम्दानी पेसा बनाए छौ होइन चोर हरु ।,2
लाजै लाग्यो थैट ... .. मुला खाते हरु ... .. कुन मर्यादा काहा काहा बोल्दैछु ... .. थुइक्क जाठा हरु ।,2
मुजि पत्रकार रिसी धमला रहेछ आफु बोल्छ बक्ता हरु लाइ बोल्न देन भोडगधा ।,3
कसरि पत्रकार भयो भोडगधा ।,2
कुकुर बिरला झगड़ा saale चोर हरू बोलन लाज पनी hunu parne goli hannu parne yin ’ s haru lai ।,2
यिनी चिक्ने हरु जन्म कैद मान्छे ।,3
19- 20 मात्रै साला दलाल हरु ।,2
यस्ता गद्दार नेता हरु गलत्याएर फाल्नुपर्छ आम जनता मिलेर यस्ता नेता हुन्छन् कुकुर खान नपाए लुछाचुडी ।,2
यस्ता प्रश्न नसोध्नु पो कुकुर जस्ता अलिकति नेता बुद्धि नैतिकता ?,2
थुई चोर उस् ठूलो सोर भष्र्टचारै भष्र्टचार लाज लाग्दै चोर हरु ठुला ठुला डा ।,2
नेता हरु चाेर पानिमाथिकाे वबानाे बन्न खाेच्छन डम्ना हरु ।,2
मिलेर खाउ भाले चाेर हरु ।,2
थुक्क चुतिया हरु लाज सरम दुबै जना चुतिया भ्रष्टाचार नाइके हौ ।,2
नेता चोर भर्ट जनता खुन चुसने अनि ठुला ठुला ।,2
चोर भ्रस्ट नेता हरू मिडिया आएर बाँदर बथान कराए कराइ रहन्छ ।,2
चोर हरु लाजै नलाग्ने गर्छन् ।,2
हे भ्रष्ट चोर हरु लाज लाग्दैन ?,2
लाज सरम पचे चोर दलाल हरु ।,2
"रन्डि भ्रस्ट छोरा हरु , कति लुट्छौ ?",3
"भ्रष्टाचार चुर्लुम्मै डुबे देश नेपाल थुईक्क चोर , दलाल हरु ।",2
कस्ताे चित्न नबुजेकाे गधा हरूकाे पत्रकार् एस्ताे भन्दापनि लाजपचाएर बाेल्छन थुइक्क गधा हाे ।,2
याे चाेर मानवअधिकार बादी चाेर कालाे कांग्रेस भतुवा भनछ मुजि तालु ।,3
बिस्वराज पोख्रेल कुकुर लाइ कस् बनायो डि आइ जि गोलि लागेर मिर्तु होइन पहिला हातखुट्टा भाचिदिएर गोलि हानी हत्या गरे छर्लङ्ग साला नक्कली भिदन्त बनाउछ खाते ।,2
पुलिस हाकिम साला ।,2
घटना घटे ५ ठाउ हात भाचने भिडन्त रडिकाे छाेरा भाेलि पुलिस जागिर खाने हाेस रामाे गर रनडिकाे छाराण ।,3
माचिक्ने रन्दि छोरा राम बहादुर बादल साले खाते रन्दि छोरा बिस्वराज पोखरेल मार्नु छाडा रन्दि छोरा हरु ।,3
साला पोखरेल नेपाल पोलीस बननालायक छैना सालाखाते नेता हरू चमचा झोल ।,2
राडिकाे छोरा dig मुख देख्दा रिस उठेर आउँछ सुशील सर हजुर बधाई एकचोटि पागल ज्ञानेन्द्र शाही सङ्गै बनाएर अन्तर्वार्ता गराउनु पर्यो अनि भन्छ गर्दा आज समग्र प्रहरी सस्था बदनाम भयो ।,3
"मुजि पोखरेल लठौरा नम्बर झुते साले हरामि खुद , ज्ञानेन्द्र शाही , , जिउदै हुनु यातना दिएर खुट्टा भाचेर , , हैन प्रहरी बाट यातना भा भन्दै बोल्ने झुटे मुजि पोखरेल शिक्षा कमि ✊✊ ।",3
केहो केहो काहाॅ बाट प्रात भयो भन्न लाज लाग्दैन चोर प्ररबक्ताता पापी ।,2
गधा झुट बोल्यो इन्काउटर नाम मान्छे मार्न पाईन्छ मुठभेड मान्छे हात 3 ठाउ भाचिन्छ ।,2
पुलिस जहिलेनि झुट बोल्छ साला ज्ञानेन्द्र साहि हिरा सत कुट्छ कुटे छईन भन्छ साला चोर पुलिस ।,2
खाते अधिवक्ता दिनेश त्रिपाठी अावज सुन्न मन पर्दैन ।,2
खाते रन्डि छोरा कस्तो मानव अधिकार बादी ?,3
बर्दी लगा चोर पुलिस थुक्क तेरो बुदि !,3
ओय साला पोखरेल तं साला कति झूठबोलना सकेहोला ।,2
गोलि हान्यो तिर्थ लाइ प्रहरी चोर होश प्रबक्ता ।,2
dig पोख्रेल खाते gyanendra shai बिषय झुठो बोले अहिलेत सरासर गलत बोल्दैक्स ।,2
कुकुर पत्रकार साला जबर्जस्ती माफ माग्न लगाउने तँ कुकुर ?,2
साला सब मेयर साब कै परेछ पत्रकार अन्तर बर्ता देखाउदै नत सोधेनन् एउटा भ्रष्टचारि पर्दाफ़ाश गर्दा एति सासती एति जवाफ दिनुपर्ने मेयर साब थूईक नेपाल पिते पात्रुकार कुपात्रुकारिता 🤮 ।,2
मेरय सायब ठिक यस्ता पित पत्रकार खातेलाइ नाक डाढी भाच्ने हैन गोलि हानु मेयर साएब ।,2
मेयर साहिब बाकि ठिके प्रस्तुत हुनुहुने सहिली चाहि फेरनु होला नेपाल ९० संत पत्रकार जासुशि नेपाल चैवर नेता छेवरा दलाल छन जस्ते हुदाण ग्नेन्द्र साह मुदा झैलेपत्रकार कणला चोर ।,2
राणि छोरा हरु जाबो गल्त समाचार सम्प्रेषण प्रकासित पुत्रकार सम्मान पर्ने ?,3
पत्रकार सुन्दा माचिस पत्रकार भ्रष्टाचारि हरु सङ्ग चिया पानी खाए बुडेसकाल कुटाइ खालास ।,2
पत्रकार नाम तलुवा साले अङ्ग्रेजी बुझ्छ नाइ पत्रकार ।,2
समस्या भनेर नबुझ्ने गोरु मुजि डण्ठे आई जिपि पद पायो हँ ।,3
ए रन्डी छोरा नेपाली प्रहरी हिमत हामी जस्ता सच्चाँ नेपाली दे बर्दि सक्छस् ।,3
फेरि टीकापुर घट्ना दोहोर्याउन पर्यो सुन चोर हरु ।,2
नेपाल प्रहरी नेपाल ठुलो gunda चोर अनि बलातकारि छन ।,2
साला डिआइजी जागिर खुस्किनु पर्ने रहेछ ।,2
यस्ता पुसिल्लाइ भाला हानु साला कुकुर हरु तेसरी पिते अझ भन्छ पुलिस गल्ती भा भनेर ।,2
"नेपाल प्रहरी चोर , दलाल , भ्रष्ट , बलत्कारी समर्थन पुलीस ।",2
की ग्यानेन्द्र साही घतना उथाय थुला मिडिया भनाउदा हरु झोले कुकुर पत्रकार हरु कता मरे ।,2
चोर प्रहरी भस्टचारी प्रहरी घुस्याहा प्रहरी गुन्डागर्दी प्रहरी बलात्कारि प्रहरी ।,2
साला प्रहरी घुसिया ।,2
"घटना पुर्ण रुप षडयन्त्र योजना बद्द तरिका भये , , किनकि सबिन्द्र मिश्र वइड बढी केस नाम खुलाउछ भनेर मुक्य केपिवली , सेरे चोर सङ्लन्ता घटना घाटये , , !",2
"माैसम बिग्रएकाे पठाईयाे , , , गफ साला भाते , , , , ।",2
ठुक् भालुनी रहेछ जनता सेवा ।,3
भाइरल रहर रन्डी कुन पार्टी झोले उक्साए दुओ सय खाएर छि ।,3
भालु आइमाई चाहिने बेला मज्जा थाप्ने बलात्कार ।,3
बौलाएर भालु बरबराएर नांगै हिडीछे पार्टी निस्कासन गर्यो अहिले बौलाऊदै हिडीछे बेश्या लय की आईमाई !,3
रन्डी भालु सत्यता ।,3
माव बादी चिक्यो होला तेहा चि हिंसा भएन ।,3
आईमाई 100% पागलखाना लानु पर्न्ने भो तेति बेला चिलाएर मोज गरिस अहिले गरेयो गरेयो हा हा ।,2
अरू जान्दैनो हामी जनता यस्ता खाल कंलड़कित आईमाई हरू समाज बाट बहिष्कार गरौ ।,2
"यस्ता मुजी आइमाइ , , बरू एउटा अड्डा खोलेर बस ।",2
राडी रन्डी बौलायो आफु भ ४ चोती हैन १ चोती गर्नै दिन्न थ्यो ।,3
"थैत मुजि , चिकाउने बेला मजा चिकायो अहिले आएर मिलेन होला अनि दोस लाउदै ।",3
अनुहार सनुहार भालु मुहार !,3
उत्तानो भएर थाप्ने अहिले हिँसा ।,3
राडिलाइ ७२साल भुकम्प लगेनौ भगवान् ।,3
मुजी आईमाई फटाई रहिछे !,2
साली भालु अनुहार हेरे छस ।,3
अनुहार हेर्दा ठमेल भालू आइमै ।,3
नाक काटीदिनु नेवार हरु जती खेर धर्म सँग यार देश रितोपार्छ ।,5
गान्धी भारत anti हिन्दु हुदा नाथुराम गोद्से गन्धी गोलि हानी मरे ।,5
नेपाली गहना हिन्दु नेपाल नेपाली सस्कर्ती बिरोधि हरु गोलि हान्न नेपाल नथुराम जन्म आबस्यक ।,5
त्यस देश हत्या हिंसा लुट बलात्कार हाहाकार कोलाहल हुनेछ ।,5
ए मुजि नेवार हरुहो मुजि बाहुन नेता हरु काटेर मारन हौ मुजि ।,5
बाहुन हु बाहुन क्षेत्री नाम कलङ्क हरुलाइ चरम यातना दिएर मारिदिए ।,5
त्याे चाेर हरू कट्टा हन्दा राम्राे ।,4
ति आयोग समिति यात घुस खान्छन यात अर दिन समतिनै भग ई नेता टुडेखेल लगेर गोलि हानु परछ ।,5
हान्छु गोली आयेर चोरहरुलाइ याद गर ।,5
"टुड़ीखेल लखेटी लखेटी जुत्ता पिट्नु पर्ने मान्छे - केशब बडाल , गाउँ टोल समाज , घरबार बिगार्ने फटाह आइमाई - पद्मा अर्याल ।",4
सोम प्रसाद पाण्डे चाहीं गर्धन भाचीने हान्नु पर्ने सर्बहारा बर्ग नेतृत्व हरू खरब पती भैसके अझ तेस्तो भंछन भंदा हास्यास्पद होला ?,5
कारयलये धुस मागे चाक आगो लगाइन्छ ।,5
लुट्न लाइसन्स पाए नेता लाखाै लाख जनता मारेर कमाए धनी भएर त्यहि धन रुवाइँ रहेछ ।,5
सरकार अदालत प्रहरी सेना अखितियार सरकार निकाय हरु घुन मुशा देश खोकरो बनायर खाईसकयो जनता शिह बनेर यि मुशा हरु दुला खोदी खोदी मारछन ।,5
सवै भष्ट कानून बनायेर फासि दिनु ।,5
हरू गोली ठोक्नु अनि बल्ल देस मुहार फेर्छ झोले कुकुर कार्यकर्ता सिस्नु पानी लायर लखेटनुपर्छ ।,5
भ्रष्टचारी टुंन्डिखेल ल्याएर झुन्ड्याएर गोलि ठोक्ने कानुन सम्सोधन ।,5
"प्रचण्डलाईत १००० टन ढुङगा सङग बाधेर बिच समुन्द्र खसाउदा मात्रै सहिद , दोन्दपिडित सिङगो नेपाल् सान्ति पाउछ ।",5
कुलमान देश होनहार महान मानब मनोबल घटाउने सवै कुकुर हरू जसरी घाँटी च्यापेर पैसा उठाउनु भ्रस्टाचार पल्के कुकुर हरू ।,4
तालु खुइले चम्किदै टाउको सिधै गोली हान्नु पर्ने थियोे ।,5
विद्युत महशुल नतिर्ने बिजुली लाइन काट्ने होईन घाटी कातेर फ्याँक्नु यस्ता देश धमिरा हरु बाच्ने अधिकार ।,5
उधोगी बिल तिर्दैनन सिधै बम हान्दा ।,5
जाँठा हरु बम हानिन्छ ।,4
बिधुत महसुल नतिर्ने कारखाना हरु बम खसालिदेउ बिप्लप दाजु ।,5
कुल मान जि तापाई चिन्त नगर्नु जस् जस् बिजुली बिल तिर्दैन मान्छे कुता हरु मरि दिन्छु ।,5
सर्प मरोस् लाठी नभाँचियोस् तेसरी कदम चालियोस् ।,5
सेवा सुबिधा लिएर देश कर तिर्न मरे धिकार मुला हरु चाक बम राखेर उडाउने जस्ता नेपाली धमिरा हरु ।,5
लाईन होईना बिल नतिर्ने उद्योगी घाटि काटनु प्रछ साले खाते हरु ।,5
ऋषि धमलालाइ देख्दा यस् प्रश्न सोधाइ तरिका सुन्दा उडेर गएर यस् नाक डाडी फुटालि दिउ लाग्छ ।,4
दस दुनिया देश बेचुवा हरु ठोक्ने बेला ।,4
धमला हावा प्यार प्यार मुख गुलोकोच दिनुपर्छ ।,4
व्यवस्था फेल झुण्डिएर मर्छ धमला ।,5
भस्टचारि मुजि खुर्सानी नुन हालेर खाद्नु जनता नेपाल सके ।,4
चोर नेता गरे माफ दिने भ्रष्टाचार नेता जुनसुकै party जनता सडक तानेर ल्ययेर आगो लाउनु !,5
धोबी हान्नुपर्ने गु हरुलाइ ✊✊ ।,4
कुर्सी जन्ता मार्न नेता जात भात धर्म चेन्ज नेता कानुन नेपाल ।,5
भ्रश्ट्चारी हरुलाइ टुंडिखेल ल्याइ झुन्ड्याएर गोलि ठोक्नु ।,5
वाईडवडी खरीद समलग्न भ्रष्टचारी फाँसी दिनु ।,5
"जतिसुकै जना मुछिय कडा कडा कार्बाही हुनुपर्छ केपि , प्रचण्ड सेर बहादुर जोसु कै नाक डाडी भाच्नु माननीय प्रदीप यादब यक्दम ठिक ।",5
यिन मार्न छिट्टै भगवान श्री कृष्ण जन्म ।,5
पशुपति पोल्ने ठाउँ रे भर्स्तचारि मृत्‍युडाँडा हजु तेसै अजीवन कैद गरे हजुर बाँकी मुजी सरकार भरस्तचारी रहेछ कस् हल्ने जैल सरकार १ जन नरहने खरेज देश् बाट लखेते समपती जाम गरे ।,5
हिजो बम्म दिदी बैहिनी हुन्न हत्यार भनेर बुरुक बुरुक मिडिया यहि पागल्नी कराए की ।,5
साबीत्री सवेदी मुख् फुट्ने हान्न मन् लाग्यो ।,4
हिजो बम दिदी बहिनिलाइ फसि दिन सावित्री आज दलर बिक्यो ।,5
यिनि हरु निर्मला हत्यारा बम दिदिबहिनी 1000000000000000% ।,5
3 जना जिउँदै जलाउनु पर्ने बोली ।,5
sabitri ko mukhma mutideu dhamala ji. ... ।,4
बम दिदी बहिनिलाइ खोर लगेर करेन्ट लगाउनु वास्तविक खोल्छन यिनि हरु रुदै नाटक गर्दैछन ।,4
भालुनी सावित्री कुकुरनी मिले रहेछ आजा प्रक्षया थाहा भयो निर्माल बहिनी बलत्कार लगाउने यनि भलु हरु रहेछ पहिला जाती आन्दोलान गरे यनि हरु नाटक रहेछ आजा बल थाहा भयो ।,5
वल्त्कार यि वम दिदी वहिनि गरे ?,5
वल्तकार हत्या खुलेआम डुलिरहे तिनिहरुलाइ समात ?,5
ठीकै होला साबित्री युट्युब हेरे कमेन्ट हेरे भनेत झुन्डेर मर्नु पर्ने ।,5
दाेसि हाेईन सावित्री दिनु परछ फासी फासी ☠️☠️☠️ ।,5
२मुखे साबीत्री यदी नजीक ४ झापट हान्थें !,4
सावित्री कुकुरनी ल्याए धमला सर. .. एस गाला साला फुट्ने हान्न सक्नु भएन ... . ।,4
साबितृ अनुहार देख्दा बोली सुन्दा अनुहार भरि थुक्न मन लाग्छ जाठी बिदेस जाने केटा हरु बलात्कारी रबि सपोटर सुने ।,4
सावित्री सुबिदिलाइ सिदै गोलीहान सरकार ।,5
बम दिदीबहिनी पाता कसेर कोर्ला हाने निर्मला पन्त काण्ड वास्तविकता निस्किन्छ ।,4
पहिला सबित्री छक्का लाइ लात लाएर देश निकाल गर ।,4
हेर पहिला कन्चनपुर गएर बम दिदी बहिनी फासे दे अनि अहिले आएर सावित्री कुकुर्नी मानव अधिकार पागल भन्छ ।,5
ज्यान मार्ने पर्चन्ड अजई मान्छे मार्ने गरछ ।,5
प्रचण्ड जस्ता विदेशी दलाल आतंकवादी प्रचण्ड नेपाली जनता पत्याउँदैन ।,5
छबिलाल आत्महत्या जेल पाप धुरि बाट कराउछ महाशय याद राखेस हत्यारा ।,5
आतंककारी राजा भुक्न सुरु गर्‍यो दलाल साला तहि बना देश ?,5
प्रचन्डे हत्यारो झुण्डयानु ।,5
प्रचण्ड बिप्लप पार्टि छिटो मारे हुन्थ्यो ।,5
माचिक्ने प्रचण्ड मार्नु ।,5
सबैभन्दा पहिला प्रचण्ड सिध्याउनु जरुरी ।,5
कुकुर हरु सम्पति छानबिन भष्टाचार कुकुर हरु रगासाला झुनडाउनु ।,5
देश जोगाउने राजा अति आबसेक्त्ता नेपाल खुइलायो हत्यारा 14 वर्ष ।,5
"गोकुले चुतिया खतरनाक , , , राउन्ड किक हानेर नाँक डाँडी भाँचिदिनुपर्छ ।",4
राजा हटेर जन्ता फाएदा भयो जन्ता झन बल्त्कार चोरि बडे चोर कस्तो ३८ कुईन्टल चोरि प्रचन्ड केपि अोलि जना जन्ता अघाए रराज अतिए गनतन्त्र अाए नअातिनु नेपाल गारो हुनथियो ।,5
जेल कोचेर पात्ता फर्काउनु ।,5
अनि हत्यारा ज्ञाने चोर जेल कोच्नु ।,5
नेपकौ केपि कुकुरलाइ गौलि हानुपरछ कुकुर डाकालाइ ।,4
नेता बलत्कारी घुसखोरी मारेउ तिमि हरु नेपाली जन्ता ।,5
ठूलो ठूलो नेता मन्त्री हरू मार्नु परछ ।,5
बिप्लव नेता हरु मकेभन्चाहानछु देश सोजासाज जन्ता केहि नहोस भ्रष्चारि दलाल भुसिया कुकुर हरु ठिक पार्न गोलि ठोक्नु परे ठोक्नुहोस तेस् सपोट रहनेछ ।,5
हरू कती मार्ने बिचार किराती ज्यु ।,5
दुष्ट भ्रस्टचारी हरु फाँसी हुनु ... . ।,5
रबिदाई भयो साले नेपाल चोर नेत k p ओलि सिधाईदिने नया सम्बिब्धान लिउने नेपाल नेता हरु चोर ।,5
चितवन प्रशासन होटल कङ्गारु मालिक समातेर अनुसन्धान गर १ झट् करेन्ट लगाएर हेर दूध दूध पानी पानि छुट्टिन्छ ओकल्नेछ ।,4
रिसि नाक डाडी भाच्नु 1 करोड छुट्टीयार भ्रष्टाचारि ।,4
खाते नाक भाच्नेगरि हान्न जन्ता हेर्न चाहान्छन ।,4
ऋषि धमला नाक डाडि भाच्नै पर्ने कस्तो किच्चक रछ म्या हरामी ✊✊✌ ।,4
"पुत्रकार हरु एकजुट द्वारिका चौधरी , भ्रष्ट च्युइक लेख लेख्दैन पत्रकार हरु , यस्ता पत्रकार हरु नाक डाडि नभाचेर फुलमाला लगाउने !",4
निउ खोज्ने जती सब् दिनुपर्छ दनक ।,4
नाक डाडी हैन ढाड भाच्नु ।,4
चाटुकार पत्रुकार जस्ता नालायक हरु नाक डाँडी भाँच्नु ।,4
"श्री श्री श्री ३ रबि लामिछाने महाराजअधिराज सरकार बाट चाहिँ राष्ट्रिय टेलिभिजन बाट भ्रष्टाचारि टुंडिखेल राखेर उडेर गुडेर नाक डाँडी भाच्न मन , चै लामिछाने हिट !",4
इटहरी मेयर भ्रष्टाचारी संरक्षक पक्षपोषक भतुवा पत्रकार हरु लोपारिदिन्छु चै कानुन हात लिए ?,4
मेयर ज्यु पत्रकार नाक डारि हैन त्यस जता भाबी लेख्ने हात काट्नु सलाम हजुर देश धमिरा हरू नस्ट आब जन फेसला ऐक दम जरूरी छ.. ... .. !,4
खाते पत्रकार नाक डाँडि होईन हात खुट्टा भाँचिदिनु साले कुकुर ।,4
पत्रकार नाक डारी चै भाचनु पर्नी रहेछ ।,4
साला नालायक repoter . तँलाइ . भेट्यो तेरै माइक थुतेर तेरो मुख फुट्ने बजाउछु साले .. बोल्ने शैलि थोप्पो नरहेछ गधा ।,4
मुजि झोले पत्रकार हरु गोलि भुट्नु ।,5
भ्रष्टाचारि पत्रकार नाक डाडी होइन जीउँदै जलाउनुपर्छ रबि लामिछाने आरोप लाउनु आलोचना महापाप ।,5
भ्रष्टचारी घुसखोरी कानुन दायरा लिएर राम धुलाई गर्दा कसो होला मेयर ज्यु ।,4
मेयर साब 100 & सहि यस्तै नेता हरू जरुरत नेपाल सलाम द्ववारिका सर नाक हैन ढाडनै भाचनु घुसखोरि जग्गा माफिया भरौटे पत्रुकारनै इ कुकुरहारु छोडनु हुदैन ।,4
भ्रष्ट नेता हरु मर्नेछन ।,5
काङ्ग्रेस भस्ट्चार चोर भनेर कम्युनिस्ट बलत्कार हत्यारा भनेर यस्ता कुकुर हरु भोट दिएर हुदैन हामि सचेत भै सके छौ हुनु चोर हरु पत्यसाप ।,5
कांग्रेस भ्रष्ट भयो कम्युनिस्ट हत्यारा राजा ठिक इ ।,5
प्रचन्ड बिगारेको अहिले नेपाल भर्स्ट्चार बलत्कार हत्या केपि खोजे प्रचण्ड मोड लिन्छ चोर हत्यारा प्रचण्ड नेपाली होइन देशी ईन्डियानि तेस् नेपाली पहिचान कहिले देखाउन खोज्दैना ।,5
सबैभन्दा पहिला जय नेपाल गगन दजु आतंककारी हरु दया माया धर्म सस्कार हुदैन ।,5
प्रचण्ड भ्रष्टाचार दिन हरु नजिक आउदै गान्दै बस हामी छिटै तेरो घर आएर मर्दिने जनता देश जनता ताकत हेर्दै जानु हामी प्रचण्ड सजिलो मर्ने 17हजर मान्छे मरे हामी अन्तर्राष्ट्रिय अदालत मुद्दा हल्ने ।,5
बुढा मारेर खाइस अहिले रास्ट्रपति लाज ।,5
सेर बहादुर जिब्रो लागे करेन्ट बिधा भण्डारी जिब्रो लगाइदिये भय हुन्थ्यो ?,4
स्पस्ट बोल्ने बुढो हत्या हालिस बोली बुझ्झेस ।,5
रास्ट पति यहि बोल्ने सबे थुक यक नारि भयर मत च्यातेर रास्ट पति बना केपि तेहि तै आफनो सिरिमान हत्या गरे ।,5
जस्ता नारी देश राष्ट्रपति भन्न लाज आफैलाइ श्रीमान हत्या जाठी थुलो लाज ।,5
केपि चोर लागेर श्रीमान मार्ने छि छि तिम्रो दिन ।,5
पोइ मारेर ठाउँ पुग्ने इज्जत था ?,5
मर्ने बेला बैँस हालेर बूढो हत्या गरौर केपि ओलि सँग रमोलिदै राष्टपति भाकि नखर्मौलि ।,5
जस् कुरो बुझिन्थ्यो उसाइ सिद्ध्याइ दियेउ बुझ्ने ?,5
रबि सर फसाउने षड्यन्त्र पुडासैनी झुट बोल्न लगाईयो बाच्ने आशा झुट बोलिदिए बोलिसकेपछी मारिदिए सत्यतथ्य यहि ।,5
पत्रकार लियर भिर बाट झारिदेउ यार ।,4
भारत दोक्लाम बिषय सँग जोडेर प्रश्न उठाउने वाईडबडी सँग हाँसोलाग्दो प्रश्न पत्रकार कान उखेलेर उठबस गराएर प्रश्न सिकाउन जरुरी ।,4
मुख थप्पड हान्न पर्नी पत्रकार रैछ खाते ।,4
"रबिन्द्र दाई राजनीतिज्ञ हरु मारे महसुस भय जनता कडाई छानबिन होस , , , ।",5
पूण्य दूई झापड कस् हान्ला अनी चूप लाग्छ की ।,4
पुन्य गौतम गाला पुट्ने दिनु ।,4
पुण्य मेरूदण्ड फुस्किने ठोक्नुपर्छ है साथि ।,4
महरा रक्षा गर्दा पुण्य गौतम अन्तर्वार्तामै भेटे दनक || sagar thapa || punya gautam ।,4
ई पुन्ने गौतम भन्नेब्यक्ती जिब्रो नकाटेको होला बाउला कुकुर भुकने सहिकुरा कहिलै सत्यकुरा भोल्दैन ।,4
पुण्य काे कानकाे जालि फुट्ने हान्नु ।,4
पुन्डे गाला फुट्ने हाने हेर्न मन ।,4
हान सागर जि साला दशै बस्नी हान्नु पर्यो कुकुर बदि भुक्दै ।,4
याे पुण्य चाक अागाे लगाएर लखेट्नु नचाहिने गर्छस् ।,4
साला झोले पुण्य गाला रन्काउनु पर्ने ।,4
पुन्य झोले लाइ कान जाली फुट ने हान्नु पर्ने ।,4
hahahaha त्यही भएर अस्ति ज्ञानेन्द्र शाही कुटपिट लाए ।,4
बलात्कारि खोर कोच्नु जस् ✊✊✊✊✊ ।,5
गर्‍यो मुखा हानौ हामी आग्रा गर्छौ पुन्य गाग्रा ।,4
पुन्य कुकुरलाइ गुउ खुवाउन अनि यस् सहि बोल्छ ।,4
पुण्य गौतम अम्लो ठडाएर नगर तेरो चोर अम्लो काट्छु दिन सत्य बोल्न नशा फुलाउन पर्दैन झुट बोल्नी ठुलो स्वर ।,4
झोले पुन्ने गौतम लाइ राम धुलाई ।,4
चिक्नेलाइ कन्डो अागो लाऊोन ।,5
पुण्य गाैतम भेट्यो तेहि ठोक्नु यता हाजिर गराै ।,4
बलात्कारी धोति फांसी दिएर बलात्कारि हरु फांसि सजाय कानुन बनाउन पर्यो !,5
चिक्ने रन्डि छोरो मास्टर टुडिखेल जिउदै चिरि चिरि नुन खुर्सानि दल्लनु ... .. खुकुरि घाटि रेटनु पर्ने धन्यवाद रवि दाई अघि बढनुस् ।,4
धाेती सले चाेर खाते नेपाल अएर नेपाली चेलीबेटी फासी गनुपछ बलात्कार ।,5
धोति दुईचार लात लगाएर बात गर्नुपर्ने दाइ ।,4
साले इन्डियन मार्नु बस्न तयार जेल मार खाते ।,5
क्यामेरा एकछी बन्द रगत छात्ने हान्नु पर्ने साले कुकुर रिस आज उठे ।,4
साला धोति लाइ करेन्ट लगाएर जुत्ता माला कालो मोसो दलेर भारत लखेट्नुपर्छ ।,5
खाते ढोका खोल्ने बिति कै किक हाने दृश्य हेर्न पाए सारै मजा आउथ्यो !,4
रबि सर भयो नेपाल आगो लाक्छ ।,4
"धोती सामान्य कारवाहि गरियो पुलिसथाना आगो लागनेछ , भारतीय राजदूतावास तहसनहस हुनेछ धोती ज़िन्दा जलाईनेछ ।",5
भगवान कसम मलाइ साला धोती नरपिचास मुख हेर्दा भिडियो हेर्दा मै भेटे मै आफै काटेर साला हजार टुत्रा पारिदियर जन्म कैद बस्दाम झै भैसक्यौ ।,5
नेपाल 1 नायक रबि लामिछाने भिडियो डिसलाईक कारबाही हुनु अनि टिचर जिउदै जलाउनु ।,5
652 जना dislike हरु सङ एक्लै मैदान fight चाहान्छु बलात्कारि हरु दम cmt reply गर any time any wher i am raedy ✊✊✊✊✊ ।,4
कानुन जिम्मा लगाउनु हात खुट्टा भाच्नु पर्ने ।,4
"सत्यलाइ जितेर जस् बाटो काट्छ तेस् हामी खुट्टा काट्छौ तपाईं सत्य बाटो लम्किरहनु होला रबि सर समर्थन , ।",5
भोलि सहकारी आगो लाग्ने ।,5
लालि गुराँस जस्ताे राष्ट्रिय फुलकाे बिजेत गरेछ सहकारि याे सहकारि अागाे लगाउनु यस्ताे चाेर दलाल सहकारि चाहियकाे ।,5
जनावर बाच्ने अधिकार होइन कुन पागल एस्लाइ जिउदै खाल्डा पुर्नु पर्ने ।,5
